database_name,database_url,database_information
Historical Abstracts,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=30h","full-text information about world history from 1450-present (excluding the U.S. and Canada); 1954-present
Limit: 6 simultaneous users"
Historical Math Monographs,"https://historical.library.cornell.edu/math/#:~:text=The%20Cornell%20University%20Library%20Historical,and%20in%20need%20of%20rescue.",books from the field of mathematics; Cornell University Library resource
Historical Statistics of the United States,http://libproxy.clemson.edu/login?url=http://hsus.cambridge.org,"demographic, economic, social, and political statistics; mid-1600s-2000"
History Reference Center,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=khh","reference books, encyclopedias periodicals, historical documents, and non-fiction books plus 113,000 historical images and 80+ hours of historical video. Access provided via Discus"
Hospitality & Tourism Complete,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=hjh",domestic and international coverage of relevant scholarly research and industry news; 1965-present
Human Resources Abstracts,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=22h","human resource management, employee assistance, organizational behavior, and other areas; 1975-present"
"Humanities & Social Sciences Index Retrospective, 1907-1984","http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=hsr","index to important journals; 1907-1984
Access courtesy of the Class of '55"
Humanities Full Text,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=hft","articles, interviews, bibliographies, and obituaries; original works of fiction, drama, and poetry; and reviews of books, performances, motion pictures, and more; 1910-present"
Humanities International Index,http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.asp?profile=ehost&defaultdb=hgh,all areas of the humanities; 1925-present
Hume: The Complete Works and Correspondence of David Hume,http://libproxy.clemson.edu/login?url=http://pm.nlx.com/xtf/view?docId=hume/hume.xml,complete text searchable by keyword or phrase
IBISWorld,http://libproxy.clemson.edu/login?url=https://my.ibisworld.com,"U.S. Industry Reports include industry overviews with key statistics and analysis on market characteristics, operating conditions, current and forecast performance, major industry participants, industry outlook, products and markets, and the competitive landscape. Also includes U.S. Industry iExpert Summary Reports that condense the integral elements from the industry reports into bite-sized paragraphs, charts and tables."
ICONDA (Construction Database),http://libproxy.clemson.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&MODE=ovid&NEWS=N&PAGE=main&D=icon,"construction sciences; 1976-present
Limit: 4 simultaneous users"
IEEE Xplore,http://libproxy.clemson.edu/login?url=https://ieeexplore.ieee.org/Xplore/home.jsp,"search IEEE transactions, journals, magazines, conference proceedings, and standards 1950-present; full text of many publications since 1998 available"
IET eBooks,http://libproxy.clemson.edu/login?url=http://digital-library.theiet.org/content/collections/pbidfl02,access 60 titles from the Institution of Engineering and Technology (IET)
IET.TV,http://libproxy.clemson.edu/login?url=http://tv.theiet.org,webcasts on a variety of engineering and technology subjects
IGI Global Trial,http://libproxy.clemson.edu/login?url=https://www.igi-global.com/gateway/,"IGI Global disseminates vetted quality content within 11 core subject areas covering an ever-expanding portfolio of over 5,300 reference books, 185+ highly indexed journals, 100 video lectures, and a broad collection of InfoSci-Databases.
The trial access will conclude on May 17, 2023.
Please send feedback to https://libraries.clemson.edu/trialfeedback/."
"Illustrated London News, 1842-2003",http://libproxy.clemson.edu/login?url=https://infotrac.galegroup.com/itweb/clemsonu_main?db=ILN,This is the world's first pictorial weekly newspaper. In 1855 it launched the world's first colour supplement. Over the years the publication played host to distinguished contributors and continued to push the boundaries of journalism throughout its history.
Independent Voices,https://voices.revealdigital.org/,"This is an open access digital collection of alternative press newspapers, magazines and journals, drawn from the special collections of participating libraries from the latter half of the 20th century."
Index Islamicus,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=ich","international publications on all aspects of Islam and the Muslim world; includes items by western orientalists, social scientists, and Muslims writing in European languages"
Index to Chiropractic Literature,http://www.chiroindex.org/,chiropractic medicine; 1985-present
Index to Legal Periodicals and Books Full Text,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=lft","legal information with international coverage of scholarly articles, symposia, jurisdictional surveys, court decisions, and more; full text available 1994-present"
India From Crown Rule To Republic: Records of the U.S. Department of State,http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=4SUZ&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w,Collection of U.S. State Department Central Classified Files relating to the internal affairs of India and U.S. relations with India; 1945-1949
India-Pakistan Conflict,http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=8RKK&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w,"Records of the US State Department: Contains over 16,000 pages of State Department Central Files on India and Pakistan; 1963-1966"
"India, Raj & Empire",http://libproxy.clemson.edu/login?url=https://www.indiaraj.amdigital.co.uk/,Explore the history of South Asia between the foundation of the East India Company in 1615 and the granting of independence to India and Pakistan in 1947.
Indian Army And Colonial Warfare On The Frontiers Of India,http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=6NXY&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w,materials on military skirmishes between British and Indian forces on the North-West frontier of Indi; 1914-1920
Indigenous Newspapers of North America (previously American Indian Newspapers),http://libproxy.clemson.edu/login?url=http://libproxy.clemson.edu/login?url=https://www.indigenousnewspapersinnorthamerica.amdigital.co.uk/,"American Indian Newspapers presents the publications of a range of communities, with an extensive list of periodicals produced in the United States and Canada, including Alaska, Arizona, British Columbia, California, Nevada and Oklahoma, from 1828 to 2016."
Industrial and Applied Microbiology Abstracts,http://libproxy.clemson.edu/login?url=https://search.proquest.com/microbiologya?accountid=6167,"findings and practical applications in the agricultural, food and beverage, chemical, and pharmaceutical industries; 1982-present"
INSPEC,http://libproxy.clemson.edu/login?url=http://www.engineeringvillage2.org/controller/servlet/Controller?CID=quickSearch&database=2,"physics, electrical engineering, communications, computing, information technology, manufacturing and production engineering, and more; 1896-present"
INSPIRE: High-Energy Physical Literature Database,http://inspirehep.net/,particle physics literature; run by the Stanford Linear Accelerator Center (SLAC) since the late 1960s
IntelliConnect,http://libproxy.clemson.edu/login?url=http://www.answerconnect.cch.com,"includes CCH tax services, tax law, and tax periodicals
Note: New users must create a user ID; existing users must enter their email and password"
Inter-university Consortium for Political and Social Research (ICPSR),http://libproxy.clemson.edu/login?url=http://www.icpsr.umich.edu/index.html,Clemson University holdings of ICPSR social science datasets
InterDok,http://www.interdok.com/,conference proceedings in all subject areas; 1994-present
International Bibliography of Art (IBA),http://libproxy.clemson.edu/login?url=https://search.proquest.com/iba?accountid=6167,includes records created by the Getty Research Institute in 2008-9 and new records by ProQuest using the same thesaurus and authority files
International Bibliography of Theatre & Dance with Full Text,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=ibh","articles from journals, magazines, and some books in all areas of theatre and dance; dates vary by publication"
"International Critical Tables of Numerical Data, Physics, Chemistry, and Technology",http://libproxy.clemson.edu/login?url=http://www.knovel.com/knovel2/Toc.jsp?SpaceID=10093&BookID=735,"data on physical, thermodynamic, mechanical, and other key properties"
International Financial Statistics,http://libproxy.clemson.edu/login?url=http://www.imf.org/en/Data,"approx. 32,000 time series for more than 200 countries and areas plus exchange rate series, major fund accounts series and country, world, and commodity price tables"
International Security & Counter-Terrorism Reference Center,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=tsh","hundreds of full-text journals and periodicals and hundreds of thousands of articles plus news feeds, reports, summaries, and more"
"International Women's Movement: The Pan Pacific/Southeast Asia Women's Association, 1950-1985",http://libproxy.clemson.edu/login?url=https://link.gale.com/apps/GDSC?u=clemsonu_main,The Pan Pacific and Southeast Asia Women’s Association was founded in 1930 to strengthen international understanding and friendship among the women of Asia and the Pacific and women of the U.S.A. This collection documents the correspondence and activities between the groups.
io-port.net,https://www.zentralblatt-math.org/ioport/,more than two million publications in informatics and related subject areas from all over the world
IPA Source,http://libproxy.clemson.edu/login?url=http://www.ipasource.com,International Phonetic Alphabet (IPA) transcriptions and literal translations of opera arias and art song texts
Issues and Controversies,http://libproxy.clemson.edu/login?url=http://online.infobaselearning.com/Direct.aspx?aid=95696&pid=WE57,current controversial issues; 1995-present
Italinemo,http://italinemo.it/,index of articles on Italian literary and cultural studies from Italian and international journals. Interface in English and Italian but the Italian is better developed; 2000-present.
Iter,http://libproxy.clemson.edu/login?url=https://www.itergateway.org/resources,gateway to Medieval and Renaissance resources and information
Jahrbuch Database,http://www.emis.de/MATH/JFM/quick.html,research archive for mathematics
JBI Evidence Based Practice Database (Ovid),http://libproxy.clemson.edu/login?url=http://access.ovid.com/custom/Clemson/,JBI is an evidence-based practice resource for healthcare professionals. This was previously named Joanna Briggs Institute (JBI) Database.
Jewish Life in America,http://libproxy.clemson.edu/login?url=https://www.jewishlife.amdigital.co.uk/,"Jewish Life in America provides access to a diverse range of records which can be used to explore the history of Jewish communities in the United States of America, from the arrival of the first Jews in New Amsterdam in the 17th century right through to the mid-20th century. Also included is a chronology of major events, essays by leading scholars, guides to the collections featured, a selection of articles from the American Jewish Year Book, a gallery of visual highlights, and biographies of prominent personalities featured in the resource."
Jewish Studies Source,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=jss","academic articles, monographs, and periodical articles plus biographies of leading historical and contemporary Jews; includes entire Jewish Telegraphic Agency database 1922-present"
Journal Citation Reports (JCR),http://libproxy.clemson.edu/login?url=https://jcr.clarivate.com,citation data for evaluating the impact and use of scholarly journals in the sciences and social sciences; InCites product
JoVE Biology,http://libproxy.clemson.edu/login?url=http://www.jove.com/biology,"the Journal of Visualized Experiments (JoVE), a PubMed-indexed video journal"
JoVE Core,http://libproxy.clemson.edu/login?url=https://www.jove.com/education/core,"Hundreds of foundational concepts in Biology, Social Psychology, Chemistry, and Molecular Biology are explained through high-impact animations and real-life experimentation."
JoVE Lab Manual,http://libproxy.clemson.edu/login?url=https://www.jove.com/education/lab-manual,"All-in-one solution designed to resolve the issues related to lab courses in Biology and Chemistry by providing engaging, comprehensive, and curriculum-focused videos for both instructors and students."
JoVE Science Education,http://libproxy.clemson.edu/login?url=https://www.jove.com/science-education-library,"A video library dedicated to teaching the practice and theory of scientific experiments through engaging and easy-to-understand visual demonstrations. Subjects included are Basic Biology, Physics, Advanced Biology, Engineering, Chemistry, Clinical Skills, Environmental Sciences, and Psychology."
JSTOR,http://libproxy.clemson.edu/login?url=https://www.jstor.org/,"more than 1,300 full-text scholarly journals
Access made possible with funding from the Class of '55 and Callie Jones Shirley Library Endowments"
JSTOR Early Journal Content,https://www.jstor.org/action/showAdvancedSearch?ModifySearch=Modify+Search&wc=off&acc=on,articles published before 1923
Kanopy,http://libproxy.clemson.edu/login?url=http://clemson.kanopystreaming.com/s-homepage,"Kanopy provides a rotating collection of classic and world cinema, education, and documentary films."
KCI - Korean Journal Database,http://libproxy.clemson.edu/login?url=https://webofknowledge.com/KJD,articles from multidisciplinary journals covered in KCI; search in English or Korean; 1980-present
Key Business Ratios (KBR),http://libproxy.clemson.edu/login?url=http://www.mergentkbr.com,provides key business ratios for public and private companies in 800 lines of business
Kirk-Othmer Encyclopedia of Chemical Technology,http://libproxy.clemson.edu/login?url=https://onlinelibrary.wiley.com/doi/book/10.1002/0471238961,"articles on chemical substances including their properties, manufacturing, and uses"
Knovel Critical Tables,http://libproxy.clemson.edu/login?url=http://www.knovel.com/knovel2/Toc.jsp?SpaceID=10093&BookID=761,properties for commonly-used chemical compounds
Knovel Science and Technology Collection,http://libproxy.clemson.edu/login?url=https://app.knovel.com/web/,"access to more than 5,000 full-text books"
Knowledge SUCCESS,https://knowledgesuccess.org/,Family planning and reproductive health information
L'Année Philologique,http://libproxy.clemson.edu/login?url=http://apps.brepolis.net/LTool/Entrance.aspx?w=30,"index to literature, languages, archaeology, history, economy, philosophy, art, religion, science, technology, and all other aspects of ancient Greece and Rome (prehistory to 800 C.E.); publications 1924-present"
Labyrinth,http://labyrinth.georgetown.edu/,medieval studies resources
LearningExpress Library (LEL),http://libproxy.clemson.edu/login?url=https://www.learningexpresshub.com/?Authtoken=CFDF22B8-3257-46F3-BC95-9E98F9506E40,"Practice exams and resources for college admissions test prep including GMAT, GRE, LSAT, MAT, and MCAT plus skill building, job search, and career advancement resources; access provided via Discus"
LearnTechLib (formerly EdITLib),http://libproxy.clemson.edu/login?url=https://learntechlib.org,"aggregated, peer-reviewed research on developments in and application of learning and technology"
Leisure Tourism,http://libproxy.clemson.edu/login?url=http://www.cabi.org/leisuretourism/,"includes academic research, industry reports, books, conferences, and news"
"Leisure, Travel and Mass Culture",http://libproxy.clemson.edu/login?url=https://www.masstourism.amdigital.co.uk/,"This resource presents a multi-national journey through well-known, little-known and far-flung destinations unlocked for the average traveller between 1850 and the 1980s. Guidebooks and brochures, periodicals, travel agency correspondence, photographs and personal travel journals provide unique insight into the expansion, accessibility and affordability of tourism for the masses and the evolution of some of the most successful travel agencies in the world."
LGBTQ+ Source,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=qth","LGBTQ+ Source content plus full text of significant journals, magazines, books, and regional newspapers and a thesaurus; dates vary by publication"
Libby (Overdrive),https://clemson.libguides.com/content.php?pid=47661&sid=3037874,download audiobooks to a computer or a portable device; you must be on campus to create an account
"Liberia and the U.S.: Nation-Building in Africa, 1918-1935",http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=9BQW&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w,"This archive consists of correspondence and telegrams received and sent by American diplomats, as well as records of American citizens and companies with relations to Liberia. It carries the story from the end of First World War into the interwar period."
"Liberty Magazine, 1924-50 Digital Archive (Gale)",http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=LBRT&fromProdId=LBRT&u=clemsonu_main,"Liberty: A Weekly for Everybody was founded in 1924 by Joseph Patterson, publisher of the New York Daily News and Robert McCormick, publisher of the Chicago Tribune and often regarded as the world's greatest publisher."
Library Literature & Information Science Full Text,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=llf","periodicals, conference proceedings, pamphlets, books, and library school theses; 1984-present"
"Library, Information Science, & Technology Abstracts with Full Text","http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=lih","periodicals, books, research reports, and proceedings on aspects of librarianship, bibliometrics, and information management; mid-1960s-present"
LibraryMusicSource.com,http://libproxy.clemson.edu/login?url=http://www.librarymusicsource.com,classical sheet music that can be printed out in PDF format
"Lincoln at the Bar: Extant Case Files from the U.S. District and Circuit Courts, Southern District of Illinois 1855-1861",http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=6RUU&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w,"This collection consists of the extant files of cases from the records of the U.S. District and Circuit Courts at Springfield with which Abraham Lincoln has been identified as legal counsel, and date from 1855 to 1861. The 122 case files reproduced here include civil actions brought under both statute and common law, admiralty litigation, and a few criminal cases."
Linguistics and Language Behavior Abstracts (LLBA),http://libproxy.clemson.edu/login?url=https://www.proquest.com/llba/advanced?accountid=6167,"This database abstracts and indexes the international literature in linguistics and related disciplines in the language sciences. The database covers all aspects of the study of language including phonetics, phonology, morphology, syntax and semantics."
"Listener Historical Archive, 1929-1991",http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=LSNR&userGroupName=clemsonu_main,"The Listener was a weekly publication, established by the BBC in 1929 as the medium for reproducing radio - and later, television - programmes in print. It is our only record and means of accessing the content of many early broadcasts."
Literary Manuscripts Berg,http://libproxy.clemson.edu/login?url=https://www.literarymanuscriptsberg.amdigital.co.uk/,"The Berg Collection at New York Public Library is recognised as one of the finest literary research collections in the world, and the Victorian holdings are the undisputed jewel in its crown. Read more about the collection in the Nature and Scope, and uncover the principal authors within the Berg Collection Biographies."
Literary Manuscripts Leeds,http://libproxy.clemson.edu/login?url=https://www.literarymanuscriptsleeds.amdigital.co.uk/,"Examine complete images of 190 manuscripts of seventeenth and eighteenth-century verse held in the celebrated Brotherton Collection at the University of Leeds. Also included is the Brotherton Collection Manuscript Verse Index, which includes first lines, last lines, attribution, author, title, date, length, verse form, content and bibliographic references for over 6,600 poems within the collection."
Literary Reference Center,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=lrc","full-text information on authors and works from reference works, books, and literary journals. Access provided via Discus"
Literature Online,http://libproxy.clemson.edu/login?url=https://literature.proquest.com,"English and American poetry, drama, and prose plus 240+ full-text literature journals, other criticism, and reference resources; contains the Annual Bibliography of English Language and Literature (ABELL)"
Literature Resource Center (Gale),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=LitRC&u=clemson_itweb,"biographies, bibliographies, and critical analyses of more than 120,000 authors from every era and discipline"
Locke: Philosophical Works & Selected Correspondence,http://libproxy.clemson.edu/login?url=http://pm.nlx.com/xtf/view?docId=locke/locke.xml,search the complete philosophical works and selected correspondence of John Locke by keyword or phrase
London Low Life,http://libproxy.clemson.edu/login?url=https://www.londonlowlife.amdigital.co.uk/,"London Low Life is a full-text searchable resource containing rare books, ephemera, maps and other materials relating to 18th, 19th and early 20th century London. In addition to primary sources, London Low Life contains a wealth of secondary resources, including a chronology, interactive map, essays, visual galleries and exhibitions."
Los Angeles Sentinel (1934-2005),http://libproxy.clemson.edu/login?url=https://search.proquest.com/hnplasentinel,search the full text of ProQuest historical editions of the Los Angeles Sentinel newspaper
Los Angeles Times,http://libproxy.clemson.edu/login?url=https://search.proquest.com/latimes?accountid=6167,full-text articles 1996-present
Machinery's Handbook,http://libproxy.clemson.edu/login?url=http://www.knovel.com/knovel2/Toc.jsp?BookID=309,"reference for mechanical and manufacturing engineers, designers, draftsmen, toolmakers, and machinists"
"Macmillan Cabinet Papers, 1957-1963",http://libproxy.clemson.edu/login?url=https://www.macmillancabinetpapers.amdigital.co.uk/,"Macmillan Cabinet Papers, 1957-1963 provides complete coverage of the Cabinet conclusions (minutes) and memoranda of Harold Macmillan’s government, plus selected minutes and memoranda of policy committees."
MADCAD,http://libproxy.clemson.edu/login?url=https://www.madcad.com/library/,Provides full-text codes and standards.
Making of America,http://www.hti.umich.edu/m/moagrp/,collection of 19th-century American books and journals
"Making of the Modern World, Parts 1-3",http://libproxy.clemson.edu/login?url=http://infotrac.galegroup.com/itweb/clemsonu_main?db=MOME,"provides digital facsimile images of unique primary sources that track the development of the modern, western world through the lens of trade and wealth from 1450-1914."
MarciveWeb DOCS,http://libproxy.clemson.edu/login?url=http://webserv.marcive.com/webdocs/,U.S. government publications; 1976-present
"Market Research and American Business, 1935-1965",http://libproxy.clemson.edu/login?url=https://www.consumerculture.amdigital.co.uk/,"Provides insight into the American consumer boom of the mid-20th century through access to the complete market research reports of Ernest Dichter, the era’s foremost consumer analyst and market research pioneer."
MarketLine Advantage,http://libproxy.clemson.edu/login?url=http://advantage.marketline.com,"uses published desk research and secondary data sources to create Company, Industry, and Country Profiles; includes Datamonitor reports"
MarketResearch.com Academic,http://libproxy.clemson.edu/login?url=https://www.marketresearch.com/academic/,browse by category or search by keyword
MarketScope Advisor (CFRA),http://libproxy.clemson.edu/login?url=https://advisor.marketscope.com,"Detailed insights on industries and sectors, and stocks, ETFs, and mutual funds. Download Industry Surveys (formerly S&P Industry Surveys), Stock Reports, Sector Scorecard, Thematic Research, and market news and commentary."
"Mass Observation Online, 1937-1967",http://libproxy.clemson.edu/login?url=https://www.massobservationproject.amdigital.co.uk/,"The Mass Observation Project aimed to document the social history of Britain by recruiting volunteers to write about their lives and opinions. Still growing, it is one of the most important sources available for qualitative social data in the UK. This collection consists of the directives (questionnaires) sent out by Mass Observation between 1980 and 2010 and the thousands of responses to them from the hundreds of Mass Observers."
MasterFILE Premier,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=f5h","multidisciplinary database for general-interest periodicals 1975–present plus reference sources and a collection of photos, maps, and flags. Access provided via Discus"
Material Connexion,http://libproxy.clemson.edu/login?url=https://www.materialconnexion.online/,"This is a database of materials used in building, design, fashion, packaging, architecture, and even automotive engineering. The Library contains everything from powders and coatings, to fibers and textiles, and 3D filaments to in-mold technology."
Materials Science & Engineering Database,http://libproxy.clemson.edu/login?url=https://search.proquest.com/materials?accountid=6167,"research, manufacturing practices, properties and applications of metallurgy, ceramics, polymers, and composites; 1966-present; incorporates Engineered Materials Abstracts, Materials Business File, and Materials Research Databases with METADEX"
MathSciNet,http://libproxy.clemson.edu/login?url=https://mathscinet.ams.org/mathscinet,"reviews, abstracts, and bibliographic information for mathematical sciences literature; 1940-present"
MedCalc 3000,http://libproxy.clemson.edu/login?url=https://online.statref.com/medcalc3000.aspx?grpalias=PASC,"a wide array of medical formulae, clinical criteria sets, and decision tree analysis tools"
Medici.tv,http://libproxy.clemson.edu/login?url=https://edu.medici.tv/,"Medici.tv’s library features over 1,800 programs, including concerts and archived historical concerts, operas, ballets, documentaries, artist portraits and educational programs, and master classes."
Medieval Family Life,http://libproxy.clemson.edu/login?url=https://www.medievalfamilylife.amdigital.co.uk/,"Only five major letter collections exist from fifteenth century England and they are all available online for the first time in this digital resource. The Paston Family Papers have long been a subject of both literary and historical interest. They are Britain’s first surviving records of private correspondence, describing everyday life in East Anglia during the Wars of the Roses."
Medieval Travel Writing,http://libproxy.clemson.edu/login?url=https://www.medievaltravel.amdigital.co.uk/,"Medieval Travel Writing presents manuscripts of some of the most important works of European travel writing from the later medieval period. The chief focus is on journeys to central Asia and the Far East, including accounts of travel to Mongolia, Persia, India, China and South-East Asia. Texts cover some of the most influential works of the late Middle Ages, including the books of Marco Polo and ‘Sir John Mandeville'."
MEDLINE (Ovid),http://libproxy.clemson.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=main&D=medall,"Updated daily, MEDLINE on the Ovid platform offers novice and expert searchers access to over 23 million of the latest bibliographic citations and author abstracts from more than 5,600 biomedicine and life sciences journals in nearly 40 languages with robust searching capabilities."
MEDLINE with Full Text (EBSCO),"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=mnh",human and veterinary medicine and healthcare; mid-1960s-present
Meiji Japan,http://libproxy.clemson.edu/login?url=https://www.aap.amdigital.co.uk/,"Meiji Japan provides digital access to the papers of Edward Sylvester Morse (1838-1925), an American polymath notable for his work in natural history, ethnography, archaeology and art history. Morse travelled extensively in Japan, recording his experiences in great detail and maintaining a deep interest in the country and its culture for the remainder of his life."
Mental Measurements Yearbook,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=loh",reviews and profiles of psychological and educational tests and measures; 1985-present
Mergent Archives,http://libproxy.clemson.edu/login?url=http://www.mergentarchives.com/search.php,"access to Digitized Corporate Manual, Digitized Municipal & Government Manual Collections, and Key Business Ratios (KBR)"
Mergent Online,http://libproxy.clemson.edu/login?url=http://www.mergentonline.com/compsearch.asp,"U.S. and international company information and country profiles
Limit: 20 simultaneous users"
METADEX,http://libproxy.clemson.edu/login?url=https://search.proquest.com/metadex?accountid=6167,"properties, manufacturing, applications, and development of metals and alloys; online version of Metals Abstracts; 1966-present"
MetaLib,http://metalib.gpo.gov/,"multiple U.S. Federal Government databases with links to reports, articles, and more"
Methods in Organic Synthesis,http://libproxy.clemson.edu/login?url=http://www.rsc.org/Publishing/CurrentAwareness/MOS/MOSSearchPage.cfm,new developments from 2000-present
Middle Search Plus,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=mih","popular middle school magazines with assigned reading level indicator (Lexiles) plus biographies, historical essays, primary source documents, and an image collection. Access provided via Discus"
Migration to New Worlds,http://libproxy.clemson.edu/login?url=https://www.migration.amdigital.co.uk/,"From the century of immigration, through to the modern era, Migration to New Worlds charts the emigration experience of millions across 200 years of turbulent history. Explore the rise and fall of the New Zealand Company, discover British, European and Asian migration and investigate unique primary source personal accounts, shipping logs, printed literature and organisational papers supplemented by carefully compiled teaching and research aids.
Module I: The Century of Immigration"
Military and Government Collection,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=mth",full-text and indexed articles related to all branches of the U.S. military and government
Mintel Academic Access,http://libproxy.clemson.edu/login?url=https://clients.mintel.com,"Access to market research reports including consumer data and GNPD (Global New Products Database) with information on product introductions that can be searched by packaging, company, country, ingredients, brand, launch date, and other criteria."
Mintel Academic Reports (see Mintel Academic Access),http://libproxy.clemson.edu/login?url=https://clients.mintel.com,full-text market research reports
Mintel GNPD (Global New Products Database) (see Mintel Academic Access),http://libproxy.clemson.edu/login?url=https://clients.mintel.com,"full-text reports on global food and non-food product introductions; search by packaging, company, ingredients, brand, and launch date"
MLA Directory of Periodicals,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=kah",information about the journals and book series most likely to publish material related to language and literature
MLA International Bibliography,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=mzh","literature, language, linguistics, rhetoric, composition, and folklore; 1926-present"
Mometrix,http://libproxy.clemson.edu/login?url=https://portal.mometrixelibrary.com/?__acct=11668,"Mometrix offers a comprehensive collection of test preparation guides, practice tests, and online study courses for teaching, nursing, college admission, and many other topical areas."
Monthly Catalog of U.S. Government Publications,http://libproxy.clemson.edu/login?url=http://monthlycatalog.chadwyck.com,comprehensive index to historical information published by the U.S. federal government
Museum of Early Southern Decorative Arts (MESDA) Library Catalog,https://mesda.org/research/library/,"books, manuscripts, maps, videos, and other materials supporting research in Moravian; Winston-Salem, NC; southern history; and the decorative arts including titles relevant to architecture and landscape architecture history in the southeast and Charleston, SC"
Music Index,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=mah","classical and popular music, musicians, and the music industry; 1979-present"
NAACP Papers via ProQuest History Vault,http://libproxy.clemson.edu/login?url=https://hv.proquest.com/historyvault/hv.jsp?pageid=advanced_ui&module=22789&module=47846&module=92064&module=14309&module=91549&module=85489,"This collection contains nearly two million pages of internal memos, legal briefings, and direct action summaries from national, legal, and branch offices and cover a time period from 1909 to 1972."
NASA Scientific & Technical Information (STI) Program,https://sti.nasa.gov/,"NASA and NACA reports, conference papers, journal articles, and more; includes documents and links to images and video clips"
National Agricultural Statistics Service (NASS),http://www.nass.usda.gov/,data from the U.S. Department of Agriculture
National Archeological Database (NADB),https://www.nps.gov/archeology/tools/nadb.htm,"350,000 archaeological reports from U.S. federal agencies"
National Center for Biotechnology Information (NCBI),http://www.ncbi.nlm.nih.gov/,biomedical and genomic information
National Center for Health Statistics,http://www.cdc.gov/nchs/hus.htm,search or scroll down to browse by available subjects and categories
National Criminal Justice Reference Service (NCJRS),https://www.ncjrs.gov/App/AbstractDB/AbstractDBSearch.aspx,"summaries of criminal justice, juvenile justice, and substance abuse resources housed in the NCJRS Library collection"
